coreid,identifiedBy,dateIdentified,identificationQualifier,scientificName,identificationIsCurrent,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identificationReferences,identificationRemarks,recordID,modified
5563924,"L.R. Landrum",1989-02-26,,"Pectocarya recurvata",0,"I.M. Johnston",,,,,,,urn:uuid:829857fb-c339-4cfd-a3cc-fe8ad8943566,"2012-09-06 15:37:14"
5563925,"J.E. Bowers",1983-12-01,,"Pectocarya recurvata",0,"I.M. Johnston",,,,,,,urn:uuid:271b5a2a-f2c2-4e89-845e-867339d24697,"2012-09-06 15:37:14"
5563926,"J.E. Bowers",1983-04-08,,"Pectocarya recurvata",0,"I.M. Johnston",,,,,,,urn:uuid:b7d616c8-4448-41b9-8ef7-08403acb3a99,"2012-09-06 15:37:14"
5563927,"L.N. Goodding",1958-03-27,,"Pectocarya recurvata",0,"I.M. Johnston",,,,,,,urn:uuid:d832ae6c-647b-4949-bbeb-a7bd193c02a6,"2012-09-06 15:37:14"
5563928,"J.J. Thornber",1903-02-28,,"Pectocarya recurvata",0,"I.M. Johnston",,,,,,,urn:uuid:0c727170-090a-45a7-9950-dd0758909a38,"2012-09-06 15:37:14"
5563930,"R. Strandberg",1966-03-27,,"Pectocarya recurvata",0,"I.M. Johnston",,,,,,,urn:uuid:e5cc399b-fd93-4dbb-b989-7fa53624df99,"2012-09-06 15:37:14"
5563931,"P.C. Fischer",1979-03-09,,"Pectocarya recurvata",0,"I.M. Johnston",,,,,,,urn:uuid:287e1f70-16fa-4017-812b-180026106b0c,"2012-09-06 15:37:14"
5563932,"L. Benson",1941-03-11,,"Pectocarya recurvata",0,"I.M. Johnston",,,,,,,urn:uuid:f75dbe72-5c80-41ab-9a4e-f0c2aca61839,"2012-09-06 15:37:14"
5563933,"L. Swingle",1916-03-01,,"Pectocarya recurvata",0,"I.M. Johnston",,,,,,,urn:uuid:860d4ea5-7758-451b-a3b4-315898c76730,"2012-09-06 15:37:14"
5575542,"R. S. Felger",1985-03-11,,"Pectocarya recurvata",0,"I.M. Johnston",,,,,,,urn:uuid:6895ce98-0642-4490-a925-11cf8cdbafc4,"2012-09-06 15:37:14"
5575543,"R. S. Felger",2001-03-20,,"Pectocarya recurvata",0,"I.M. Johnston",,,,,,,urn:uuid:2ea2d1b8-7776-4680-bed8-ed9dd95bbbb7,"2012-09-06 15:37:14"
5575544,"R. S. Felger",1985-02-25,,"Pectocarya recurvata",0,"I.M. Johnston",,,,,,,urn:uuid:4d072b41-c1ae-4df8-b4aa-008bad197ae7,"2012-09-06 15:37:14"
5575545,"Gary Bolton",1994-03-20,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:df246caf-143d-4f9c-87b3-fe1a915c8e42,"2023-07-16 05:07:11"
5575545,"Gary Bolton",s.d.,,"Pectocarya recurvata",0,"I.M. Johnston",,,,,,,urn:uuid:b7501a55-a525-4232-895f-56a581974968,"2012-09-06 15:37:14"
5581412,"R. S. Felger",1963-04-13,,"Pectocarya recurvata",0,"I.M. Johnston",,,,,,,urn:uuid:a7626121-b0dd-4393-a1ea-e83bcecdf260,"2012-09-06 15:37:14"
5581414,"R. S. Felger",1963-03-20,,"Pectocarya recurvata",0,"I.M. Johnston",,,,,,,urn:uuid:8c80cae5-56ab-47c7-b94e-7266c5d6d37c,"2012-09-06 15:37:14"
5581416,"R. S. Felger",1968-02-10,,"Pectocarya recurvata",0,"I.M. Johnston",,,,,,,urn:uuid:29cf541c-f10d-41f4-8975-c2f75edf8e68,"2012-09-06 15:37:14"
5581417,"R. S. Felger",1968-02-18,,"Pectocarya recurvata",0,"I.M. Johnston",,,,,,,urn:uuid:4562393c-2f39-48e7-8fb4-3cf4b5b9d838,"2012-09-06 15:37:14"
5582446,"T. R. Van Devender",2007-01-01,,"Pectocarya recurvata",0,"I.M. Johnston",,,,,,,urn:uuid:7bec3ea1-d7dc-4a0a-bdac-17037b181803,"2012-09-06 15:37:14"
5582448,"T. R. Van Devender",2007-01-01,,"Pectocarya recurvata",0,"I.M. Johnston",,,,,,,urn:uuid:557aed08-432c-403d-be95-ef16ea0cfe1a,"2012-09-06 15:37:14"
5585363,"Martin M. Karpiscak",s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:131a94d6-2cec-49fe-8f4f-3edb23b973bb,"2023-07-16 05:07:11"
5585427,"Martin M. Karpiscak",s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:256bcd94-2deb-47b0-bf38-6fcd48c1d540,"2023-07-16 05:07:11"
5585980,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:d5004913-8a51-4388-952e-d9a119dec470,"2023-07-16 05:07:11"
5586200,"J. Andre",s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:04d7e8bb-d339-4ff4-9478-971bb03dd9f0,"2023-07-16 05:07:11"
6632165,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:98993d02-a78d-4040-a8e9-40974814afdc,"2023-07-16 05:07:11"
7247904,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:ee1e3bd1-6503-41ef-91f6-08f81b359eff,"2023-07-16 05:07:11"
7248883,"Julia Fonseca","march 8, 2014",,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:5e21e5c6-359a-40bf-ae96-8d432d656dbe,"2023-07-16 05:07:11"
8854152,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:9a3d8f6d-b8cc-4e6d-ba4f-911266aed828,"2023-07-16 05:07:11"
12723499,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:e5807521-ddc4-46a4-ab2e-d4aab8844c5d,"2023-07-16 05:07:11"
12723556,"I.M. Johnston",1930,,"Pectocarya recurvata",0,"I.M. Johnston",,,,,,,urn:uuid:357c08cd-3aad-4699-8ef4-8ebea90ff70a,"2016-12-15 13:09:13"
12723556,"Barbara Veno",1977,,"Pectocarya recurvata",1,"I.M. Johnston",,,,,,,urn:uuid:2b5c3a85-1325-4dc8-8739-d3a1766af5eb,"2016-12-15 13:09:39"
12723611,"Julia Fonseca",s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:eed2f856-eb6c-48a6-9186-40485c69849e,"2023-07-16 05:07:11"
15324930,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:003874d1-e2bc-4419-b748-e228af909fb7,"2023-07-16 05:07:11"
17757543,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:49b14845-b49b-4036-8bca-de283145bc32,"2023-07-16 05:07:11"
20317357,"C.M. Roll",2016,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:96e8d9cc-d694-4816-89af-8d7b5158a412,"2023-07-16 05:07:11"
20317372,"C.M. Roll",2017,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:bc2a72e7-dda5-4a5a-b71c-cd77fcb03dc6,"2023-07-16 05:07:11"
21746266,"S. Carnahan",2018,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:9c901334-33b9-4ded-8b6d-a5a2ecce29aa,"2023-07-16 05:07:11"
30333536,"J. Verrier",2018,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:f7944e12-6267-4720-b201-67ed33fa888d,"2023-07-16 05:07:11"
30431990,"S. Carnahan",2020,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:3c0e8ebd-74f5-4726-914b-58ddc7430be3,"2023-07-16 05:07:11"
1011131,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:91ba16ab-3619-41b6-bb8e-6dd3407c4a83,"2023-07-16 05:07:11"
1011133,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:4c9743ed-fccc-426e-aa24-a9f6be354955,"2023-07-16 05:07:11"
2077141,"H.D. Hammond",s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:dd30854c-ae0b-4e94-a674-11dc36835a78,"2023-07-16 05:07:11"
2077142,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:55e74067-001b-48f4-b9a0-7f7ea3bbdf3d,"2023-07-16 05:07:11"
2077143,"Vanessa Plana",s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:1f83b7a7-99de-4604-9bc5-c74e40be42ba,"2023-07-16 05:07:11"
2077144,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:0148048b-ed1a-4013-9fee-8bba11a79e1d,"2023-07-16 05:07:11"
2081636,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:96cf32b6-224a-4079-8f34-0bed450acff9,"2023-07-16 05:07:11"
2092537,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:3c91c337-dc92-49f7-a8e0-9d8bdbd7a24f,"2023-07-16 05:07:11"
2092538,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:273a3199-2b14-41d4-afa5-39e682a7acd2,"2023-07-16 05:07:11"
2092539,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:3ea0c29e-e719-4421-aced-7c692f1ad135,"2023-07-16 05:07:11"
2092540,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:cf71f49f-49f0-4a70-81f4-723284aed75a,"2023-07-16 05:07:11"
2092541,"G.W. Forister",s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:2a99e0d4-3f44-4009-9efe-1bb4e30f1b5a,"2023-07-16 05:07:11"
2092543,"USDA Sacaton-R.H. Peebles",s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:2c6ffe68-b86b-4560-be87-ec5d5c1fd8ee,"2023-07-16 05:07:11"
2092544,THK-CFD,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:6d18a61b-75b9-4edf-93dd-c16b2e472c36,"2023-07-16 05:07:11"
2092545,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:13b34c81-60a2-4afe-9b8f-e900a3f382bb,"2023-07-16 05:07:11"
2092546,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:009445d7-9568-48a0-92fe-7bc4de0fd290,"2023-07-16 05:07:11"
2106581,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:a7e2ea4d-35a3-4fbd-bffe-09ba5af6b3e5,"2023-07-16 05:07:11"
2116438,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:f4ee9202-159a-4067-a766-9792ab9923ff,"2023-07-16 05:07:11"
2116533,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:909a2bde-da6e-43be-9afb-da71b1498ccc,"2023-07-16 05:07:11"
2116669,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:a9c6f33d-6524-423a-9894-48d386190b0e,"2023-07-16 05:07:11"
2117767,"B. Reif",s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:1572f346-b543-46bb-b82c-4d841f9f9d8a,"2023-07-16 05:07:11"
2124360,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:76291448-252f-4919-b9ec-1bf7e0a378cd,"2023-07-16 05:07:11"
2124621,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:bfd7a70e-871f-4f4c-ab28-5d023830590f,"2023-07-16 05:07:11"
2124715,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:b7d09e01-f320-46ad-aff3-ac628004dbeb,"2023-07-16 05:07:11"
2126464,"G. Goodwin",s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:f52632cf-9bc3-43ea-a2db-562ac93c791a,"2023-07-16 05:07:11"
5518799,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:c8539295-652e-4b77-aa60-fdf7259bf403,"2023-07-16 05:07:11"
6800339,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:76836788-3210-4ba0-adb0-19933c483af3,"2023-07-16 05:07:11"
6816353,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:2957b3bf-9087-4063-9293-044040e73ebb,"2023-07-16 05:07:11"
19940559,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:97f2c76c-2add-4cbc-8eaf-2dcfe098e8a2,"2023-07-16 05:07:11"
20516242,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:1af79e19-2648-4a4a-a388-572beb7639df,"2023-07-16 05:07:11"
1072036,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:f649f988-41b8-444f-a8e3-4d598798abd5,"2023-07-16 05:07:11"
1076378,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:0adb3061-d6d3-4e01-a195-34984a3d3331,"2023-07-16 05:07:11"
1076616,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:1827ace8-8bdd-4812-a62e-74e0d17ef107,"2023-07-16 05:07:11"
1076746,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:d17b0461-27dd-45d3-baf0-561be4876da9,"2023-07-16 05:07:11"
1079183,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:c9a94623-89cd-4958-b2c2-04c95f7a4d1f,"2023-07-16 05:07:11"
1079187,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:95df4a0b-c863-4119-8b01-6840d67c1530,"2023-07-16 05:07:11"
1092909,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:24e08bb7-1e2b-4046-a02f-8abf22e0f3fa,"2023-07-16 05:07:11"
1092910,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:8802ec9d-26c2-4852-aabc-3472a9d9a0fc,"2023-07-16 05:07:11"
1092911,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:bd4afa58-ecb0-4526-8f47-25a5dbc04bbe,"2023-07-16 05:07:11"
2040463,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:cf901950-a428-467f-bd8b-b3faa2598206,"2023-07-16 05:07:11"
2040532,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:54b34174-2b9b-4b3c-bd26-ae936b7b73f0,"2023-07-16 05:07:11"
2041098,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:c18de64e-9ce6-4a3c-b4b9-3c4d232fa20d,"2023-07-16 05:07:11"
2041175,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:a55664fe-b7e7-4283-8574-3abea4f7a3ff,"2023-07-16 05:07:11"
2041378,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:66b497fd-7df2-4ebe-ac3d-432a1b19b30e,"2023-07-16 05:07:11"
2042515,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:0ee7a62e-30f9-4b64-ae48-e343539f7f25,"2023-07-16 05:07:11"
2043025,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:a71e3fa6-d56d-4c62-aa0a-ea75f8065be8,"2023-07-16 05:07:11"
2043158,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:e42e7950-be78-4efb-99c7-924ebfa8f367,"2023-07-16 05:07:11"
2044196,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:15be4e60-7ca9-485b-834a-69cbb7e3e9e7,"2023-07-16 05:07:11"
2045614,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:d3fa78cc-914c-42d1-8be8-8a5d207a52e2,"2023-07-16 05:07:11"
2045615,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:28734989-ff61-41c6-af9b-c3482d586802,"2023-07-16 05:07:11"
2045616,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:4bbf0717-fb36-4a2e-bf96-7e1e8d620475,"2023-07-16 05:07:11"
2047648,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:09bf5a98-7969-40d4-aa94-bc627808fefa,"2023-07-16 05:07:11"
2048022,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:9e79ffa9-d6fa-4f01-834a-0c22cf83d01b,"2023-07-16 05:07:11"
2049875,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:225f8234-090b-42aa-aa9a-7ab2210b1d88,"2023-07-16 05:07:11"
2061560,"Joni Ward",,,"Pectocarya recurvata",0,,,,,,,,urn:uuid:b813f808-1515-47f9-ac14-8c96316d0e5f,"2011-08-17 15:38:52"
2061560,"Joni Ward",s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:f45240f9-eed4-4c93-a70f-de0566a45f8b,"2023-07-16 05:07:11"
2061747,"Joni Ward",,,"Pectocarya recurvata",0,,,,,,,,urn:uuid:27e19e76-fa08-42fc-85d6-dd6ed0915995,"2011-08-17 15:38:54"
2061747,"Joni Ward",s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:2dbbab0c-72a1-4d17-8d76-d2c716eaa6ef,"2023-07-16 05:07:11"
2068920,"N. A. Brummitt May 30 2005",,,"Pectocarya recurvata",0,,,,,,,,urn:uuid:fbc7706d-bc91-4905-bcbc-ba15172ff585,"2011-08-17 15:39:24"
2068920,"N. A. Brummitt",5/30/2005,,"Pectocarya recurvata",0,"I.M. Johnston",,,,,,,urn:uuid:aed12cd3-b143-475e-b4ab-3cda11ec2595,"2011-08-17 15:26:37"
2068920,"N. A. Brummitt May 30 2005",s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:5d972778-bb70-4f4a-b940-7859518bf3d1,"2023-07-16 05:07:11"
3083902,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:bdcbace8-229d-4fb4-98a5-57f963e3686d,"2023-07-16 05:07:11"
3083907,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:730aedba-e463-4da9-826b-14b2b52a4bd2,"2023-07-16 05:07:11"
3083911,"Elinor Lehto",s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:2c6b568e-7f30-4d65-a7ad-0f8a3a114438,"2023-07-16 05:07:11"
3083914,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:f750e591-6209-4e47-a659-f6a0b11cb0f1,"2023-07-16 05:07:11"
3083915,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:1f4eaccd-d948-4bab-8b03-56f7ddd26167,"2023-07-16 05:07:11"
3083921,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:f8d4ea68-52b3-48ef-bc0c-2895eeac0a1a,"2023-07-16 05:07:11"
3083929,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:966329b5-7219-490c-afde-a95eefc908ed,"2023-07-16 05:07:11"
3083931,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:0554b399-f0c0-463e-9633-0fd566ee9d3b,"2023-07-16 05:07:11"
3083937,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:95ede52f-5db9-4cd5-a275-0d86dcbdd65b,"2023-07-16 05:07:11"
3083950,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:8101acb8-fa6e-462f-8b30-889ae1df06ed,"2023-07-16 05:07:11"
3083957,"J. Harry Lehr","10 Jul 1978",,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:dc0d54c3-1d74-4ea1-af62-e031be4f2766,"2023-07-16 05:07:11"
3083959,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:27d22c82-0b07-46a2-94ca-a8b5463a19fc,"2023-07-16 05:07:11"
3083963,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:0b4208ec-40ef-440b-8867-c44409dce42c,"2023-07-16 05:07:11"
3083966,Butterwick/Parfitt,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:9bb0c4cd-7200-4b2b-87e6-610225b44cb8,"2023-07-16 05:07:11"
3083970,Butterwick/Parfitt,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:de4fcb05-233f-41fa-b00a-e1a0ebfd9c9d,"2023-07-16 05:07:11"
3083984,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:7fc37a9e-e027-419f-a170-5ce6a4865956,"2023-07-16 05:07:11"
3083986,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:d3988bba-0fed-4ceb-92f8-ffb3a4d64c21,"2023-07-16 05:07:11"
3084002,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:817787de-cdf2-4e25-b931-fee9f6984698,"2023-07-16 05:07:11"
3084009,unknown,s.d.,,"Pectocarya recurvata",1,Jtn.,Pectocarya,recurvata,,,,,urn:uuid:4c23ba70-01de-4a2d-ae1e-b62abbb486ea,"2023-07-16 05:07:11"
3084013,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:69369a3e-c8df-4a79-ab21-819a648a3860,"2023-07-16 05:07:11"
3084014,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:76a7f566-6fa3-4829-8f06-2b7d7f5bd0a0,"2023-07-16 05:07:11"
3084033,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:7d7bdd75-7889-4bdc-9800-68c569d30cc8,"2023-07-16 05:07:11"
3084034,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:1921e07d-c084-4f07-9e22-56049f9258cf,"2023-07-16 05:07:11"
3084040,unknown,s.d.,,"Pectocarya recurvata",1,Jtn.,Pectocarya,recurvata,,,,,urn:uuid:4c737969-5e4b-4550-8e8c-abb1e6c1d524,"2023-07-16 05:07:11"
3084049,unknown,s.d.,,"Pectocarya recurvata",1,Jtn.,Pectocarya,recurvata,,,,,urn:uuid:297f9449-7ccc-450f-82d7-92d4f58952ca,"2023-07-16 05:07:11"
3084052,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:06fdc327-c187-4894-a11d-b7a70ebb31fc,"2023-07-16 05:07:11"
3084054,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:b08dd5ea-23c9-4463-addd-c2ed2f092d2a,"2023-07-16 05:07:11"
3124279,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:6c760888-4bab-4ea3-98df-ec15d6650f57,"2023-07-16 05:07:11"
3225544,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:30804f5e-6d36-4198-a51f-ac48bfe5aebc,"2023-07-16 05:07:11"
3238147,unknown,s.d.,,"Pectocarya recurvata",1,Jtn.,Pectocarya,recurvata,,,,,urn:uuid:fc53d2ab-5ba4-455a-ae60-91cd1ca57d63,"2023-07-16 05:07:11"
3260217,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:f419404e-0879-4ded-946a-0493cdc5df13,"2023-07-16 05:07:11"
3260262,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:ce86d1e4-d525-4058-a6cf-c4c5f6207a4a,"2023-07-16 05:07:11"
3347873,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:1b53e91d-f4a2-46a5-8ac6-1c82ebd58e7d,"2023-07-16 05:07:11"
3382249,unknown,s.d.,,"Pectocarya recurvata",1,"I.M. Johnston",Pectocarya,recurvata,,,,,urn:uuid:2d160fe1-8c0a-4b91-ae6b-4247f7ad4d99,"2023-07-16 05:07:11"
