coreid,measurementType,measurementTypeID,measurementValue,measurementValueID,measurementUnit,measurementDeterminedDate,measurementDeterminedBy,measurementRemarks
656592,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
656592,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
656593,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
656593,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
656593,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
656594,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
656594,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
656594,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
662522,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
662522,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
662522,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
662604,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
662604,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
662604,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
662620,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
662620,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
662620,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
672140,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
672140,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
672140,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
672141,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
672141,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
672141,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
673861,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:05:07Z,egbot,
673861,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:05:08Z,egbot,
691746,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
691746,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
691746,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
699881,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
699881,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
699881,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
707569,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
707569,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
707569,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
707832,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
707832,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
707832,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
708773,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
708773,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
708773,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
739123,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
739123,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
739123,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
739124,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
739124,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
739124,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
739125,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
739125,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
739125,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
739126,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
739126,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
739126,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
739127,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
739127,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
739127,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
739128,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
739128,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
739128,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
739129,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
739129,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
739129,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
739130,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
739130,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
739130,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
739131,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
739131,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
739131,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
739132,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
739132,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
739132,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
739133,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
739133,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
739133,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
739134,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
739134,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
739134,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
739135,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
739135,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
739135,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
739136,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
739136,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
739136,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
739137,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
739137,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
739137,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
739138,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
739138,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
739138,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
739139,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
739139,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
739139,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
739140,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
739140,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
739140,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
739141,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
739141,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
739141,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
739142,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
739142,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
739142,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
739143,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
739143,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
739143,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
739144,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
739144,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
739144,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
739145,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
739145,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
739145,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
739146,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
739146,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
739146,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
739147,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
739147,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
739147,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
739148,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
739148,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
739148,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
739149,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
739149,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
739149,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
739150,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
739150,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
739150,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
739152,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
739152,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
739152,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
739153,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
739153,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
739153,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
739154,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
739154,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
739154,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
739155,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
739155,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
739155,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-14T22:10:56Z,egbot,
739156,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-14T22:10:54Z,egbot,
739156,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-14T22:10:55Z,egbot,
